representation,score,quantile,n,score_mean,error_rate
galileo,tree_variance,6,275,0.1489483348232624,0.29454545454545455
galileo,tree_variance,7,274,0.16879103148071367,0.22262773722627738
galileo,tree_variance,8,276,0.1844132518341194,0.3007246376811594
galileo,tree_variance,9,275,0.19655156017955347,0.33090909090909093
galileo,tree_variance,10,275,0.20925418668153797,0.4509090909090909
galileo,domain_probability,1,276,0.8731786256064147,0.41304347826086957
galileo,domain_probability,2,275,0.9502215138555787,0.33090909090909093
galileo,domain_probability,3,275,0.9703141736923658,0.2909090909090909
galileo,domain_probability,4,275,0.9806238399144106,0.26181818181818184
galileo,domain_probability,5,275,0.9877629761711544,0.23636363636363636
galileo,domain_probability,6,275,0.9924601525231529,0.2581818181818182
galileo,domain_probability,7,275,0.9956794721404801,0.21454545454545454
galileo,domain_probability,8,825,0.999235463317634,0.15636363636363637
